,class
47018,STAR
47019,STAR
47020,GALAXY
47021,GALAXY
47022,GALAXY
47023,STAR
47024,STAR
47025,GALAXY
47026,QSO
47027,STAR
47028,GALAXY
47029,STAR
47030,GALAXY
47031,STAR
47032,GALAXY
47033,GALAXY
47034,GALAXY
47035,GALAXY
47036,STAR
47037,GALAXY
47038,GALAXY
47039,QSO
47040,GALAXY
47041,STAR
47042,STAR
47043,GALAXY
47044,GALAXY
47045,GALAXY
47046,GALAXY
47047,GALAXY
47048,GALAXY
47049,STAR
47050,QSO
47051,STAR
47052,STAR
47053,GALAXY
47054,GALAXY
47055,GALAXY
47056,GALAXY
47057,GALAXY
47058,GALAXY
47059,QSO
47060,STAR
47061,GALAXY
47062,QSO
47063,STAR
47064,STAR
47065,STAR
47066,STAR
47067,QSO
47068,STAR
47069,GALAXY
47070,GALAXY
47071,QSO
47072,GALAXY
47073,GALAXY
47074,GALAXY
47075,GALAXY
47076,STAR
47077,STAR
47078,QSO
47079,STAR
47080,GALAXY
47081,STAR
47082,STAR
47083,GALAXY
47084,QSO
47085,QSO
47086,GALAXY
47087,GALAXY
47088,GALAXY
47089,GALAXY
47090,STAR
47091,QSO
47092,STAR
47093,GALAXY
47094,GALAXY
47095,GALAXY
47096,GALAXY
47097,STAR
47098,GALAXY
47099,STAR
47100,QSO
47101,GALAXY
47102,GALAXY
47103,GALAXY
47104,STAR
47105,QSO
47106,STAR
47107,STAR
47108,STAR
47109,GALAXY
47110,STAR
47111,GALAXY
47112,GALAXY
47113,GALAXY
47114,GALAXY
47115,GALAXY
47116,GALAXY
47117,GALAXY
47118,GALAXY
47119,GALAXY
47120,GALAXY
47121,GALAXY
47122,STAR
47123,GALAXY
47124,GALAXY
47125,GALAXY
47126,STAR
47127,STAR
47128,STAR
47129,GALAXY
47130,GALAXY
47131,STAR
47132,STAR
47133,GALAXY
47134,STAR
47135,STAR
47136,GALAXY
47137,GALAXY
47138,STAR
47139,GALAXY
47140,GALAXY
47141,GALAXY
47142,GALAXY
47143,GALAXY
47144,STAR
47145,GALAXY
47146,GALAXY
47147,GALAXY
47148,GALAXY
47149,GALAXY
47150,GALAXY
47151,STAR
47152,STAR
47153,GALAXY
47154,GALAXY
47155,STAR
47156,STAR
47157,STAR
47158,GALAXY
47159,GALAXY
47160,STAR
47161,STAR
47162,GALAXY
47163,GALAXY
47164,GALAXY
47165,GALAXY
47166,GALAXY
47167,STAR
47168,GALAXY
47169,STAR
47170,STAR
47171,STAR
47172,GALAXY
47173,GALAXY
47174,STAR
47175,GALAXY
47176,STAR
47177,QSO
47178,QSO
47179,GALAXY
47180,STAR
47181,QSO
47182,STAR
47183,GALAXY
47184,STAR
47185,STAR
47186,STAR
47187,STAR
47188,GALAXY
47189,GALAXY
47190,GALAXY
47191,GALAXY
47192,GALAXY
47193,STAR
47194,STAR
47195,GALAXY
47196,QSO
47197,GALAXY
47198,GALAXY
47199,GALAXY
47200,STAR
47201,QSO
47202,STAR
47203,GALAXY
47204,GALAXY
47205,GALAXY
47206,GALAXY
47207,GALAXY
47208,GALAXY
47209,STAR
47210,STAR
47211,QSO
47212,QSO
47213,QSO
47214,STAR
47215,GALAXY
47216,GALAXY
47217,QSO
47218,GALAXY
47219,GALAXY
47220,STAR
47221,GALAXY
47222,GALAXY
47223,GALAXY
47224,STAR
47225,STAR
47226,GALAXY
47227,GALAXY
47228,GALAXY
47229,STAR
47230,GALAXY
47231,QSO
47232,GALAXY
47233,GALAXY
47234,STAR
47235,STAR
47236,STAR
47237,STAR
47238,STAR
47239,GALAXY
47240,GALAXY
47241,STAR
47242,GALAXY
47243,QSO
47244,GALAXY
47245,STAR
47246,STAR
47247,GALAXY
47248,GALAXY
47249,STAR
47250,GALAXY
47251,GALAXY
47252,GALAXY
47253,GALAXY
47254,GALAXY
47255,GALAXY
47256,STAR
47257,STAR
47258,STAR
47259,STAR
47260,GALAXY
47261,GALAXY
47262,STAR
47263,GALAXY
47264,STAR
47265,GALAXY
47266,GALAXY
47267,GALAXY
47268,STAR
47269,GALAXY
47270,STAR
47271,QSO
47272,GALAXY
47273,GALAXY
47274,STAR
47275,STAR
47276,STAR
47277,STAR
47278,GALAXY
47279,GALAXY
47280,GALAXY
47281,QSO
47282,GALAXY
47283,STAR
47284,GALAXY
47285,GALAXY
47286,STAR
47287,STAR
47288,QSO
47289,QSO
47290,STAR
47291,GALAXY
47292,STAR
47293,GALAXY
47294,STAR
47295,GALAXY
47296,GALAXY
47297,GALAXY
47298,GALAXY
47299,GALAXY
47300,GALAXY
47301,GALAXY
47302,STAR
47303,GALAXY
47304,GALAXY
47305,GALAXY
47306,STAR
47307,STAR
47308,GALAXY
47309,GALAXY
47310,STAR
47311,QSO
47312,GALAXY
47313,GALAXY
47314,GALAXY
47315,GALAXY
47316,STAR
47317,STAR
47318,QSO
47319,GALAXY
47320,STAR
47321,GALAXY
47322,GALAXY
47323,STAR
47324,STAR
47325,STAR
47326,GALAXY
47327,STAR
47328,GALAXY
47329,STAR
47330,GALAXY
47331,GALAXY
47332,STAR
47333,GALAXY
47334,GALAXY
47335,GALAXY
47336,GALAXY
47337,QSO
47338,GALAXY
47339,GALAXY
47340,STAR
47341,STAR
47342,STAR
47343,STAR
47344,STAR
47345,GALAXY
47346,GALAXY
47347,STAR
47348,STAR
47349,STAR
47350,STAR
47351,STAR
47352,GALAXY
47353,GALAXY
47354,GALAXY
47355,GALAXY
47356,GALAXY
47357,GALAXY
47358,GALAXY
47359,QSO
47360,STAR
47361,STAR
47362,GALAXY
47363,STAR
47364,GALAXY
47365,GALAXY
47366,STAR
47367,QSO
47368,GALAXY
47369,GALAXY
47370,STAR
47371,GALAXY
47372,STAR
47373,STAR
47374,GALAXY
47375,GALAXY
47376,GALAXY
47377,STAR
47378,GALAXY
47379,STAR
47380,GALAXY
47381,QSO
47382,GALAXY
47383,STAR
47384,STAR
47385,STAR
47386,STAR
47387,GALAXY
47388,GALAXY
47389,GALAXY
47390,GALAXY
47391,GALAXY
47392,GALAXY
47393,GALAXY
47394,GALAXY
47395,STAR
47396,GALAXY
47397,GALAXY
47398,QSO
47399,STAR
47400,STAR
47401,STAR
47402,STAR
47403,GALAXY
47404,STAR
47405,STAR
47406,STAR
47407,QSO
47408,GALAXY
47409,GALAXY
47410,STAR
47411,GALAXY
47412,STAR
47413,QSO
47414,GALAXY
47415,GALAXY
47416,GALAXY
47417,GALAXY
47418,GALAXY
47419,GALAXY
47420,GALAXY
47421,QSO
47422,STAR
47423,STAR
47424,STAR
47425,STAR
47426,GALAXY
47427,STAR
47428,STAR
47429,STAR
47430,GALAXY
47431,GALAXY
47432,STAR
47433,GALAXY
47434,STAR
47435,STAR
47436,STAR
47437,GALAXY
47438,GALAXY
47439,GALAXY
47440,QSO
47441,GALAXY
47442,STAR
47443,GALAXY
47444,GALAXY
47445,STAR
47446,GALAXY
47447,GALAXY
47448,GALAXY
47449,STAR
47450,GALAXY
47451,GALAXY
47452,GALAXY
47453,GALAXY
47454,STAR
47455,STAR
47456,GALAXY
47457,GALAXY
47458,GALAXY
47459,QSO
47460,STAR
47461,GALAXY
47462,STAR
47463,STAR
47464,GALAXY
47465,STAR
47466,GALAXY
47467,GALAXY
47468,STAR
47469,STAR
47470,GALAXY
47471,STAR
47472,GALAXY
47473,QSO
47474,QSO
47475,QSO
47476,STAR
47477,STAR
47478,STAR
47479,GALAXY
47480,GALAXY
47481,STAR
47482,STAR
47483,QSO
47484,QSO
47485,GALAXY
47486,STAR
47487,QSO
47488,QSO
47489,GALAXY
47490,GALAXY
47491,GALAXY
47492,GALAXY
47493,GALAXY
47494,GALAXY
47495,GALAXY
47496,QSO
47497,QSO
47498,STAR
47499,STAR
47500,STAR
47501,QSO
47502,STAR
47503,STAR
47504,GALAXY
47505,GALAXY
47506,GALAXY
47507,QSO
47508,QSO
47509,QSO
47510,GALAXY
47511,GALAXY
47512,GALAXY
47513,QSO
47514,STAR
47515,STAR
47516,STAR
47517,QSO
47518,GALAXY
47519,GALAXY
47520,GALAXY
47521,GALAXY
47522,STAR
47523,GALAXY
47524,STAR
47525,QSO
47526,GALAXY
47527,GALAXY
47528,GALAXY
47529,STAR
47530,QSO
47531,STAR
47532,STAR
47533,STAR
47534,GALAXY
47535,STAR
47536,STAR
47537,QSO
47538,GALAXY
47539,GALAXY
47540,STAR
47541,GALAXY
47542,GALAXY
47543,QSO
47544,STAR
47545,STAR
47546,QSO
47547,GALAXY
47548,GALAXY
47549,STAR
47550,GALAXY
47551,GALAXY
47552,GALAXY
47553,STAR
47554,GALAXY
47555,GALAXY
47556,QSO
47557,STAR
47558,STAR
47559,GALAXY
47560,STAR
47561,GALAXY
47562,STAR
47563,STAR
47564,STAR
47565,STAR
47566,STAR
47567,STAR
47568,GALAXY
47569,STAR
47570,STAR
47571,GALAXY
47572,GALAXY
47573,GALAXY
47574,GALAXY
47575,STAR
47576,GALAXY
47577,STAR
47578,GALAXY
47579,QSO
47580,STAR
47581,GALAXY
47582,STAR
47583,STAR
47584,STAR
47585,STAR
47586,STAR
47587,GALAXY
47588,GALAXY
47589,GALAXY
47590,STAR
47591,STAR
47592,GALAXY
47593,STAR
47594,STAR
47595,GALAXY
47596,STAR
47597,STAR
47598,STAR
47599,GALAXY
47600,GALAXY
47601,GALAXY
47602,GALAXY
47603,GALAXY
47604,STAR
47605,STAR
47606,GALAXY
47607,STAR
47608,STAR
47609,GALAXY
47610,STAR
47611,GALAXY
47612,STAR
47613,STAR
47614,QSO
47615,GALAXY
47616,STAR
47617,STAR
47618,GALAXY
47619,GALAXY
47620,GALAXY
47621,GALAXY
47622,STAR
47623,GALAXY
47624,STAR
47625,GALAXY
47626,GALAXY
47627,GALAXY
47628,GALAXY
47629,GALAXY
47630,STAR
47631,GALAXY
47632,STAR
47633,GALAXY
47634,GALAXY
47635,GALAXY
47636,GALAXY
47637,GALAXY
47638,QSO
47639,GALAXY
47640,STAR
47641,GALAXY
47642,GALAXY
47643,GALAXY
47644,QSO
47645,QSO
47646,QSO
47647,QSO
47648,QSO
47649,GALAXY
47650,GALAXY
47651,GALAXY
47652,GALAXY
47653,GALAXY
47654,GALAXY
47655,STAR
47656,GALAXY
47657,STAR
47658,STAR
47659,STAR
47660,QSO
47661,QSO
47662,STAR
47663,QSO
47664,GALAXY
47665,GALAXY
47666,GALAXY
47667,QSO
47668,GALAXY
47669,GALAXY
47670,GALAXY
47671,GALAXY
47672,QSO
47673,GALAXY
47674,GALAXY
47675,GALAXY
47676,STAR
47677,GALAXY
47678,GALAXY
47679,STAR
47680,STAR
47681,QSO
47682,QSO
47683,GALAXY
47684,STAR
47685,QSO
47686,GALAXY
47687,GALAXY
47688,GALAXY
47689,GALAXY
47690,QSO
47691,QSO
47692,STAR
47693,STAR
47694,GALAXY
47695,GALAXY
47696,GALAXY
47697,STAR
47698,GALAXY
47699,GALAXY
47700,GALAXY
47701,QSO
47702,GALAXY
47703,GALAXY
47704,GALAXY
47705,GALAXY
47706,STAR
47707,GALAXY
47708,STAR
47709,STAR
47710,GALAXY
47711,GALAXY
47712,GALAXY
47713,GALAXY
47714,STAR
47715,STAR
47716,GALAXY
47717,STAR
47718,QSO
47719,GALAXY
47720,STAR
47721,GALAXY
47722,QSO
47723,STAR
47724,GALAXY
47725,STAR
47726,GALAXY
47727,STAR
47728,STAR
47729,GALAXY
47730,GALAXY
47731,STAR
47732,GALAXY
47733,GALAXY
47734,GALAXY
47735,GALAXY
47736,STAR
47737,GALAXY
47738,GALAXY
47739,GALAXY
47740,GALAXY
47741,STAR
47742,GALAXY
47743,STAR
47744,GALAXY
47745,STAR
47746,STAR
47747,GALAXY
47748,STAR
47749,STAR
47750,QSO
47751,GALAXY
47752,STAR
47753,STAR
47754,GALAXY
47755,STAR
47756,STAR
47757,STAR
47758,GALAXY
47759,GALAXY
47760,STAR
47761,QSO
47762,GALAXY
47763,GALAXY
47764,GALAXY
47765,QSO
47766,GALAXY
47767,GALAXY
47768,GALAXY
47769,GALAXY
47770,GALAXY
47771,GALAXY
47772,STAR
47773,QSO
47774,STAR
47775,GALAXY
47776,GALAXY
47777,STAR
47778,GALAXY
47779,STAR
47780,GALAXY
47781,STAR
47782,STAR
47783,GALAXY
47784,GALAXY
47785,GALAXY
47786,GALAXY
47787,GALAXY
47788,QSO
47789,STAR
47790,STAR
47791,STAR
47792,GALAXY
47793,GALAXY
47794,GALAXY
47795,GALAXY
47796,STAR
47797,STAR
47798,STAR
47799,QSO
47800,STAR
47801,STAR
47802,STAR
47803,GALAXY
47804,GALAXY
47805,GALAXY
47806,GALAXY
47807,STAR
47808,STAR
47809,STAR
47810,GALAXY
47811,GALAXY
47812,QSO
47813,STAR
47814,STAR
47815,GALAXY
47816,GALAXY
47817,GALAXY
47818,GALAXY
47819,GALAXY
47820,STAR
47821,GALAXY
47822,GALAXY
47823,GALAXY
47824,GALAXY
47825,STAR
47826,STAR
47827,GALAXY
47828,STAR
47829,GALAXY
47830,STAR
47831,GALAXY
47832,GALAXY
47833,GALAXY
47834,GALAXY
47835,QSO
47836,QSO
47837,GALAXY
47838,STAR
47839,GALAXY
47840,GALAXY
47841,GALAXY
47842,STAR
47843,STAR
47844,STAR
47845,GALAXY
47846,GALAXY
47847,GALAXY
47848,QSO
47849,GALAXY
47850,GALAXY
47851,STAR
47852,STAR
47853,GALAXY
47854,GALAXY
47855,STAR
47856,GALAXY
47857,STAR
47858,GALAXY
47859,QSO
47860,GALAXY
47861,GALAXY
47862,GALAXY
47863,STAR
47864,GALAXY
47865,GALAXY
47866,GALAXY
47867,STAR
47868,GALAXY
47869,GALAXY
47870,STAR
47871,GALAXY
47872,GALAXY
47873,STAR
47874,STAR
47875,STAR
47876,GALAXY
47877,GALAXY
47878,GALAXY
47879,QSO
47880,GALAXY
47881,GALAXY
47882,GALAXY
47883,GALAXY
47884,GALAXY
47885,STAR
47886,QSO
47887,GALAXY
47888,STAR
47889,QSO
47890,GALAXY
47891,GALAXY
47892,GALAXY
47893,GALAXY
47894,STAR
47895,STAR
47896,GALAXY
47897,GALAXY
47898,GALAXY
47899,STAR
47900,QSO
47901,GALAXY
47902,GALAXY
47903,GALAXY
47904,STAR
47905,STAR
47906,STAR
47907,STAR
47908,STAR
47909,STAR
47910,STAR
47911,STAR
47912,STAR
47913,STAR
47914,GALAXY
47915,GALAXY
47916,GALAXY
47917,GALAXY
47918,GALAXY
47919,QSO
47920,GALAXY
47921,GALAXY
47922,STAR
47923,STAR
47924,STAR
47925,GALAXY
47926,STAR
47927,GALAXY
47928,GALAXY
47929,GALAXY
47930,GALAXY
47931,GALAXY
47932,STAR
47933,GALAXY
47934,GALAXY
47935,QSO
47936,STAR
47937,STAR
47938,STAR
47939,GALAXY
47940,STAR
47941,STAR
47942,GALAXY
47943,STAR
47944,GALAXY
47945,STAR
47946,STAR
47947,QSO
47948,GALAXY
47949,GALAXY
47950,QSO
47951,GALAXY
47952,GALAXY
47953,GALAXY
47954,STAR
47955,GALAXY
47956,GALAXY
47957,GALAXY
47958,GALAXY
47959,STAR
47960,GALAXY
47961,STAR
47962,GALAXY
47963,GALAXY
47964,GALAXY
47965,GALAXY
47966,GALAXY
47967,GALAXY
47968,GALAXY
47969,GALAXY
47970,GALAXY
47971,GALAXY
47972,GALAXY
47973,GALAXY
47974,GALAXY
47975,STAR
47976,GALAXY
47977,GALAXY
47978,GALAXY
47979,GALAXY
47980,GALAXY
47981,STAR
47982,STAR
47983,STAR
47984,STAR
47985,GALAXY
47986,GALAXY
47987,GALAXY
47988,GALAXY
47989,QSO
47990,STAR
47991,STAR
47992,GALAXY
47993,STAR
47994,GALAXY
47995,GALAXY
47996,GALAXY
47997,GALAXY
47998,STAR
47999,QSO
48000,STAR
48001,STAR
48002,GALAXY
48003,GALAXY
48004,STAR
48005,GALAXY
48006,GALAXY
48007,GALAXY
48008,GALAXY
48009,GALAXY
48010,GALAXY
48011,GALAXY
48012,GALAXY
48013,GALAXY
48014,GALAXY
48015,STAR
48016,STAR
48017,STAR
48018,STAR
48019,STAR
48020,STAR
48021,QSO
48022,GALAXY
48023,GALAXY
48024,STAR
48025,GALAXY
48026,GALAXY
48027,GALAXY
48028,GALAXY
48029,GALAXY
48030,GALAXY
48031,QSO
48032,STAR
48033,STAR
48034,GALAXY
48035,QSO
48036,GALAXY
48037,STAR
48038,STAR
48039,STAR
48040,GALAXY
48041,GALAXY
48042,GALAXY
48043,QSO
48044,QSO
48045,STAR
48046,STAR
48047,STAR
48048,STAR
48049,STAR
48050,QSO
48051,GALAXY
48052,GALAXY
48053,STAR
48054,STAR
48055,STAR
48056,STAR
48057,STAR
48058,GALAXY
48059,GALAXY
48060,GALAXY
48061,QSO
48062,QSO
48063,GALAXY
48064,GALAXY
48065,GALAXY
48066,GALAXY
48067,GALAXY
48068,STAR
48069,STAR
48070,STAR
48071,GALAXY
48072,STAR
48073,GALAXY
48074,GALAXY
48075,STAR
48076,GALAXY
48077,GALAXY
48078,STAR
48079,GALAXY
48080,GALAXY
48081,STAR
48082,QSO
48083,STAR
48084,STAR
48085,STAR
48086,QSO
48087,GALAXY
48088,GALAXY
48089,GALAXY
48090,GALAXY
48091,GALAXY
48092,STAR
48093,GALAXY
48094,QSO
48095,GALAXY
48096,GALAXY
48097,STAR
48098,GALAXY
48099,QSO
48100,GALAXY
48101,STAR
48102,GALAXY
48103,STAR
48104,QSO
48105,GALAXY
48106,STAR
48107,STAR
48108,QSO
48109,STAR
48110,GALAXY
48111,QSO
48112,GALAXY
48113,STAR
48114,QSO
48115,GALAXY
48116,STAR
48117,GALAXY
48118,GALAXY
48119,GALAXY
48120,STAR
48121,STAR
48122,GALAXY
48123,QSO
48124,QSO
48125,GALAXY
48126,GALAXY
48127,GALAXY
48128,GALAXY
48129,QSO
48130,GALAXY
48131,GALAXY
48132,STAR
48133,GALAXY
48134,GALAXY
48135,GALAXY
48136,GALAXY
48137,STAR
48138,GALAXY
48139,GALAXY
48140,GALAXY
48141,QSO
48142,GALAXY
48143,STAR
48144,GALAXY
48145,STAR
48146,GALAXY
48147,GALAXY
48148,GALAXY
48149,GALAXY
48150,GALAXY
48151,GALAXY
48152,GALAXY
48153,GALAXY
48154,QSO
48155,GALAXY
48156,GALAXY
48157,STAR
48158,GALAXY
48159,GALAXY
48160,GALAXY
48161,STAR
48162,STAR
48163,GALAXY
48164,STAR
48165,GALAXY
48166,QSO
48167,STAR
48168,GALAXY
48169,STAR
48170,GALAXY
48171,GALAXY
48172,STAR
48173,QSO
48174,GALAXY
48175,STAR
48176,GALAXY
48177,STAR
48178,STAR
48179,STAR
48180,GALAXY
48181,GALAXY
48182,GALAXY
48183,GALAXY
48184,GALAXY
48185,QSO
48186,STAR
48187,STAR
48188,STAR
48189,GALAXY
48190,GALAXY
48191,GALAXY
48192,STAR
48193,GALAXY
48194,GALAXY
48195,GALAXY
48196,GALAXY
48197,GALAXY
48198,STAR
48199,GALAXY
48200,GALAXY
48201,GALAXY
48202,QSO
48203,STAR
48204,QSO
48205,QSO
48206,STAR
48207,GALAXY
48208,STAR
48209,GALAXY
48210,GALAXY
48211,QSO
48212,STAR
48213,GALAXY
48214,STAR
48215,GALAXY
48216,STAR
48217,STAR
48218,GALAXY
48219,GALAXY
48220,STAR
48221,STAR
48222,STAR
48223,QSO
48224,STAR
48225,STAR
48226,GALAXY
48227,STAR
48228,STAR
48229,GALAXY
48230,STAR
48231,QSO
48232,STAR
48233,STAR
48234,GALAXY
48235,GALAXY
48236,STAR
48237,STAR
48238,GALAXY
48239,GALAXY
48240,GALAXY
48241,STAR
48242,GALAXY
48243,STAR
48244,STAR
48245,STAR
48246,STAR
48247,STAR
48248,GALAXY
48249,GALAXY
48250,STAR
48251,STAR
48252,STAR
48253,GALAXY
48254,STAR
48255,QSO
48256,STAR
48257,GALAXY
48258,GALAXY
48259,STAR
48260,GALAXY
48261,GALAXY
48262,STAR
48263,STAR
48264,GALAXY
48265,GALAXY
48266,STAR
48267,STAR
48268,GALAXY
48269,GALAXY
48270,GALAXY
48271,GALAXY
48272,GALAXY
48273,STAR
48274,GALAXY
48275,STAR
48276,STAR
48277,STAR
48278,STAR
48279,GALAXY
48280,GALAXY
48281,GALAXY
48282,STAR
48283,STAR
48284,STAR
48285,STAR
48286,GALAXY
48287,QSO
48288,STAR
48289,GALAXY
48290,STAR
48291,STAR
48292,STAR
48293,GALAXY
48294,QSO
48295,STAR
48296,STAR
48297,GALAXY
48298,STAR
48299,GALAXY
48300,GALAXY
48301,GALAXY
48302,QSO
48303,QSO
48304,STAR
48305,STAR
48306,GALAXY
48307,STAR
48308,STAR
48309,STAR
48310,STAR
48311,GALAXY
48312,STAR
48313,QSO
48314,GALAXY
48315,STAR
48316,STAR
48317,GALAXY
48318,GALAXY
48319,STAR
48320,STAR
48321,STAR
48322,GALAXY
48323,GALAXY
48324,GALAXY
48325,GALAXY
48326,GALAXY
48327,GALAXY
48328,GALAXY
48329,GALAXY
48330,STAR
48331,STAR
48332,STAR
48333,STAR
48334,STAR
48335,QSO
48336,STAR
48337,QSO
48338,GALAXY
48339,GALAXY
48340,GALAXY
48341,GALAXY
48342,GALAXY
48343,GALAXY
48344,QSO
48345,GALAXY
48346,GALAXY
48347,GALAXY
48348,GALAXY
48349,GALAXY
48350,STAR
48351,STAR
48352,GALAXY
48353,QSO
48354,QSO
48355,GALAXY
48356,GALAXY
48357,GALAXY
48358,STAR
48359,GALAXY
48360,GALAXY
48361,STAR
48362,GALAXY
48363,GALAXY
48364,GALAXY
48365,QSO
48366,STAR
48367,QSO
48368,GALAXY
48369,GALAXY
48370,GALAXY
48371,GALAXY
48372,GALAXY
48373,GALAXY
48374,STAR
48375,STAR
48376,GALAXY
48377,GALAXY
48378,STAR
48379,STAR
48380,STAR
48381,GALAXY
48382,STAR
48383,STAR
48384,STAR
48385,STAR
48386,GALAXY
48387,STAR
48388,GALAXY
48389,GALAXY
48390,QSO
48391,GALAXY
48392,STAR
48393,STAR
48394,STAR
48395,STAR
48396,STAR
48397,STAR
48398,GALAXY
48399,GALAXY
48400,GALAXY
48401,GALAXY
48402,GALAXY
48403,GALAXY
48404,GALAXY
48405,GALAXY
48406,GALAXY
48407,GALAXY
48408,STAR
48409,QSO
48410,QSO
48411,GALAXY
48412,STAR
48413,GALAXY
48414,GALAXY
48415,GALAXY
48416,QSO
48417,QSO
48418,STAR
48419,STAR
48420,GALAXY
48421,GALAXY
48422,STAR
48423,STAR
48424,STAR
48425,QSO
48426,STAR
48427,STAR
48428,STAR
48429,GALAXY
48430,STAR
48431,GALAXY
48432,STAR
48433,GALAXY
48434,STAR
48435,STAR
48436,STAR
48437,GALAXY
48438,STAR
48439,GALAXY
48440,GALAXY
48441,STAR
48442,GALAXY
48443,GALAXY
48444,GALAXY
48445,STAR
48446,GALAXY
48447,GALAXY
48448,STAR
48449,STAR
48450,STAR
48451,GALAXY
48452,GALAXY
48453,GALAXY
48454,STAR
48455,STAR
48456,STAR
48457,STAR
48458,GALAXY
48459,STAR
48460,QSO
48461,GALAXY
48462,STAR
48463,GALAXY
48464,STAR
48465,STAR
48466,STAR
48467,STAR
48468,GALAXY
48469,GALAXY
48470,STAR
48471,GALAXY
48472,GALAXY
48473,GALAXY
48474,GALAXY
48475,STAR
48476,GALAXY
48477,GALAXY
48478,GALAXY
48479,GALAXY
48480,STAR
48481,STAR
48482,STAR
48483,GALAXY
48484,GALAXY
48485,STAR
48486,STAR
48487,GALAXY
48488,GALAXY
48489,STAR
48490,GALAXY
48491,STAR
48492,STAR
48493,GALAXY
48494,STAR
48495,GALAXY
48496,STAR
48497,GALAXY
48498,STAR
48499,STAR
48500,GALAXY
48501,STAR
48502,STAR
48503,QSO
48504,GALAXY
48505,STAR
48506,QSO
48507,STAR
48508,STAR
48509,STAR
48510,GALAXY
48511,GALAXY
48512,STAR
48513,GALAXY
48514,STAR
48515,GALAXY
48516,QSO
48517,QSO
48518,GALAXY
48519,GALAXY
48520,GALAXY
48521,GALAXY
48522,STAR
48523,QSO
48524,GALAXY
48525,GALAXY
48526,GALAXY
48527,GALAXY
48528,GALAXY
48529,STAR
48530,STAR
48531,STAR
48532,GALAXY
48533,GALAXY
48534,STAR
48535,QSO
48536,QSO
48537,STAR
48538,QSO
48539,GALAXY
48540,GALAXY
48541,STAR
48542,STAR
48543,STAR
48544,GALAXY
48545,STAR
48546,STAR
48547,GALAXY
48548,GALAXY
48549,QSO
48550,GALAXY
48551,STAR
48552,GALAXY
48553,STAR
48554,STAR
48555,GALAXY
48556,GALAXY
48557,GALAXY
48558,GALAXY
48559,GALAXY
48560,STAR
48561,GALAXY
48562,GALAXY
48563,QSO
48564,GALAXY
48565,STAR
48566,GALAXY
48567,STAR
48568,GALAXY
48569,GALAXY
48570,QSO
48571,STAR
48572,GALAXY
48573,STAR
48574,STAR
48575,STAR
48576,STAR
48577,STAR
48578,QSO
48579,GALAXY
48580,GALAXY
48581,STAR
48582,STAR
48583,STAR
48584,STAR
48585,QSO
48586,GALAXY
48587,GALAXY
48588,GALAXY
48589,QSO
48590,QSO
48591,STAR
48592,GALAXY
48593,STAR
48594,GALAXY
48595,GALAXY
48596,STAR
48597,QSO
48598,STAR
48599,STAR
48600,STAR
48601,GALAXY
48602,GALAXY
48603,QSO
48604,STAR
48605,GALAXY
48606,STAR
48607,QSO
48608,STAR
48609,GALAXY
48610,STAR
48611,STAR
48612,GALAXY
48613,GALAXY
48614,GALAXY
48615,GALAXY
48616,GALAXY
48617,QSO
48618,STAR
48619,GALAXY
48620,STAR
48621,STAR
48622,GALAXY
48623,GALAXY
48624,STAR
48625,GALAXY
48626,STAR
48627,GALAXY
48628,GALAXY
48629,STAR
48630,STAR
48631,STAR
48632,STAR
48633,STAR
48634,STAR
48635,GALAXY
48636,STAR
48637,STAR
48638,GALAXY
48639,QSO
48640,GALAXY
48641,GALAXY
48642,GALAXY
48643,QSO
48644,STAR
48645,STAR
48646,STAR
48647,GALAXY
48648,STAR
48649,GALAXY
48650,STAR
48651,GALAXY
48652,STAR
48653,GALAXY
48654,GALAXY
48655,GALAXY
48656,GALAXY
48657,GALAXY
48658,STAR
48659,GALAXY
48660,QSO
48661,GALAXY
48662,GALAXY
48663,STAR
48664,GALAXY
48665,GALAXY
48666,GALAXY
48667,QSO
48668,GALAXY
48669,GALAXY
48670,GALAXY
48671,QSO
48672,GALAXY
48673,STAR
48674,STAR
48675,STAR
48676,STAR
48677,GALAXY
48678,STAR
48679,STAR
48680,GALAXY
48681,STAR
48682,STAR
48683,GALAXY
48684,QSO
48685,GALAXY
48686,GALAXY
48687,STAR
48688,QSO
48689,STAR
48690,STAR
48691,STAR
48692,GALAXY
48693,GALAXY
48694,GALAXY
48695,GALAXY
48696,GALAXY
48697,GALAXY
48698,GALAXY
48699,STAR
48700,STAR
48701,STAR
48702,STAR
48703,STAR
48704,STAR
48705,STAR
48706,QSO
48707,STAR
48708,STAR
48709,QSO
48710,GALAXY
48711,STAR
48712,STAR
48713,STAR
48714,GALAXY
48715,STAR
48716,STAR
48717,GALAXY
48718,STAR
48719,GALAXY
48720,STAR
48721,GALAXY
48722,STAR
48723,GALAXY
48724,STAR
48725,GALAXY
48726,QSO
48727,GALAXY
48728,GALAXY
48729,GALAXY
48730,GALAXY
48731,STAR
48732,GALAXY
48733,GALAXY
48734,QSO
48735,STAR
48736,STAR
48737,STAR
48738,STAR
48739,GALAXY
48740,GALAXY
48741,STAR
48742,GALAXY
48743,QSO
48744,STAR
48745,GALAXY
48746,QSO
48747,GALAXY
48748,STAR
48749,GALAXY
48750,STAR
48751,QSO
48752,STAR
48753,STAR
48754,GALAXY
48755,STAR
48756,STAR
48757,GALAXY
48758,QSO
48759,GALAXY
48760,STAR
48761,STAR
